app	total	age_1	age_2	age_3	age_4	age_5	age_6	gini	gain
2345贷款王-借钱借款	10315	5.0	1065.0	3583.0	3216.0	2101.0	344.0	0.796426452903153	1.6279357771320355
4399游戏盒	1043388	58168.0	477183.0	128004.0	113497.0	203131.0	62432.0	0.7949451164528728	1.623871008144684
99围棋	40546	17.0	912.0	1554.0	11037.0	23168.0	3829.0	0.7963048196804503	1.6276527167518269
auto.js	54286	741.0	25935.0	13262.0	8285.0	4418.0	1597.0	0.7963398236156081	1.6277365268855142
opporelax	96486	2275.0	27940.0	20304.0	21056.0	18624.0	6248.0	0.7964197303674149	1.6279022305570376
paperdraw	13598	196.0	5059.0	2692.0	2330.0	2484.0	823.0	0.79642849655771	1.6279460234853675
sapconcur	11493	0.0	571.0	2198.0	3573.0	4325.0	823.0	0.7964234229418271	1.627928486888507
sunshinefilterofucam	13225	10.0	3338.0	3641.0	2952.0	2483.0	795.0	0.7964329903937588	1.6279530205389008
wikihow	18073	119.0	7946.0	4549.0	2826.0	1880.0	742.0	0.796411980654836	1.6279074103653977
一点音乐	14462	79.0	2033.0	1772.0	2661.0	4520.0	3364.0	0.7964276322980502	1.6279408789542522
万能wifi连接钥匙	21224	38.0	1855.0	2935.0	4535.0	6502.0	5295.0	0.7964198271376222	1.6279161589726392
京东钱包	224504	229.0	29442.0	46098.0	62001.0	63905.0	22549.0	0.7963770218910475	1.6277950183563883
今日歌王	41642	416.0	23718.0	9782.0	4602.0	2354.0	760.0	0.7963103811621997	1.6276842312612922
代练通	327467	17319.0	233155.0	52936.0	15259.0	5348.0	3338.0	0.794556446021801	1.6237167531220527
企业手机银行	416577	188.0	22008.0	63623.0	114075.0	150748.0	65536.0	0.796055424378997	1.62688013471595
优智花	12662	21.0	3423.0	3573.0	2778.0	2214.0	652.0	0.7964320531246639	1.627950588354636
会员宝收银台	23511	8.0	1404.0	4819.0	7492.0	7598.0	2179.0	0.7964172257879579	1.6279097839600314
传呼	28489	967.0	15515.0	5795.0	3658.0	1992.0	550.0	0.7963625837785865	1.6277910159899978
位置修改器	22465	127.0	5711.0	5848.0	5485.0	4106.0	1163.0	0.7964309684080201	1.6279462144779713
充电大师	246873	1554.0	37617.0	37026.0	54893.0	73375.0	41738.0	0.7963754025826969	1.627807065753228
兼客兼职-求职赚钱	37817	276.0	14623.0	10917.0	6984.0	4027.0	973.0	0.7963962236893171	1.6278534625962808
华为云电脑	186737	1654.0	34022.0	36096.0	45001.0	51832.0	17978.0	0.7964187262172927	1.6279206292523336
协通xt800	13312	7.0	1155.0	2501.0	3939.0	4528.0	1172.0	0.7964271091688312	1.627939915428787
卫宝贝	16194	6.0	193.0	1412.0	5458.0	8157.0	956.0	0.7963937938788578	1.627853577925514
口袋精灵	10824	17.0	1583.0	2835.0	3447.0	2482.0	458.0	0.7964310202017248	1.6279478872469708
叮当快药	328887	670.0	50532.0	81393.0	88124.0	79860.0	27909.0	0.7963737178457114	1.6277730450993064
同程旅行	490278	5678.0	131562.0	89500.0	95522.0	112481.0	54995.0	0.7964072311051302	1.627896762390945
员工自助	12287	6.0	363.0	1085.0	1735.0	4337.0	4742.0	0.796406242859137	1.6278786438530126
咚漫	342213	13848.0	225676.0	51663.0	21051.0	19692.0	10071.0	0.7949054960297375	1.6247701775041095
国服框架启动插件	13258	1177.0	9105.0	1820.0	591.0	358.0	200.0	0.7963651657995645	1.627789010852098
图片文字扫描仪	36660	128.0	7800.0	8270.0	9120.0	8330.0	2984.0	0.796433672093233	1.6279543132474747
圣安地列斯	89465	4607.0	54464.0	12375.0	5831.0	8947.0	3174.0	0.7961214662390811	1.627272094820583
头像制作器	16654	305.0	5695.0	3387.0	2978.0	2984.0	1293.0	0.7964298258279344	1.6279487947942854
好搭盒子	31268	706.0	19291.0	6301.0	2882.0	1407.0	673.0	0.7963190829030967	1.6277131676614338
安全支付	260483	2552.0	69094.0	54245.0	53823.0	52377.0	28099.0	0.7964215769620758	1.6279300237718808
安徽etc	27165	7.0	2102.0	6399.0	7812.0	7690.0	3144.0	0.796421943293521	1.6279214829279705
宝宝快睡觉-宝宝巴士	14205	2.0	177.0	1969.0	6486.0	4882.0	681.0	0.7964059149849492	1.6278794080725203
宝宝房屋设计师	51686	39.0	1354.0	9086.0	22800.0	15820.0	2556.0	0.7963477303255991	1.6277199649981258
富学宝典	56409	40.0	20123.0	15488.0	12897.0	7100.0	756.0	0.796390548869533	1.6278058029895448
尤克里里调音器	37068	253.0	13166.0	8797.0	6518.0	6686.0	1616.0	0.7964166080142744	1.6279105104977922
布丁生活	17546	19.0	3196.0	4104.0	4080.0	4259.0	1866.0	0.7964347699077025	1.6279589697187402
广发直销银行	10647	3.0	632.0	1666.0	2787.0	3628.0	1910.0	0.7964274247180844	1.6279385394412036
影视大全tv	13246	151.0	2851.0	2046.0	2717.0	3700.0	1767.0	0.7964346411332864	1.6279605978929759
微办公	28714	11.0	4140.0	7736.0	8025.0	6678.0	2103.0	0.7964274538884906	1.6279369352012194
快手极速版	6443215	142687.0	1284422.0	983374.0	1326051.0	1664983.0	1029492.0	0.7957756726411405	1.6254027384803127
快游戏	1343282	24649.0	323961.0	261955.0	323718.0	301603.0	106577.0	0.796366698224907	1.6276303337952451
快滴拼车	30297	73.0	3195.0	6226.0	8666.0	9008.0	3108.0	0.796423760809244	1.627931000333859
懂车帝汽车报价	18689	30.0	2917.0	3770.0	4949.0	5076.0	1931.0	0.796433030006583	1.6279550979088524
我的世界盒子	21555	441.0	4795.0	1115.0	4033.0	8954.0	2187.0	0.7964138523280941	1.6279077816755436
抖推猫	15035	162.0	4159.0	4117.0	3759.0	2303.0	522.0	0.796429897748301	1.6279429261221698
报考大学	28779	267.0	14802.0	1977.0	1455.0	4741.0	5516.0	0.7963662058203573	1.6278052326244503
掌上湘雅	67880	56.0	6107.0	9933.0	18341.0	22479.0	10839.0	0.7963952483776253	1.6278516984224738
搜狗听写	20567	16.0	2316.0	4260.0	5341.0	5992.0	2611.0	0.7964295976247322	1.6279453354249573
搜狗翻译	135301	1935.0	48021.0	20121.0	22456.0	30089.0	12489.0	0.7963784133611479	1.6278370211170752
攒攒	19384	604.0	7220.0	4016.0	3657.0	2497.0	1295.0	0.7964233027800719	1.6279296116310387
无限极	43076	52.0	2172.0	4465.0	8650.0	16683.0	11016.0	0.7963751614775284	1.6277922599876455
昆山论坛	30397	22.0	2530.0	6122.0	9798.0	9575.0	2329.0	0.7964152041893556	1.6279061047520036
易聊	10456	181.0	3124.0	2162.0	2090.0	1981.0	911.0	0.7964341337685666	1.6279588630063182
智之屋	13226	18.0	1168.0	2277.0	3103.0	4095.0	2543.0	0.796428964537008	1.6279431269698863
更美	144650	1380.0	41170.0	35474.0	31180.0	24924.0	10367.0	0.7964061635814793	1.6278799901455543
校花梦工厂	12514	338.0	6879.0	2210.0	1300.0	1409.0	370.0	0.7964047093466119	1.6278967722880686
植物怒战僵尸王	16479	62.0	1073.0	2374.0	6177.0	5655.0	1125.0	0.7964165878985128	1.6279146297627198
泡泡消消消	18120	302.0	5215.0	3725.0	3457.0	3390.0	2004.0	0.7964335702533599	1.6279578135821968
深海捕鱼千炮版	13064	28.0	1661.0	2810.0	3953.0	3581.0	1024.0	0.7964312938199596	1.6279507930896149
爱下厨	12731	9.0	690.0	1811.0	3354.0	4454.0	2384.0	0.7964243875307628	1.6279299131063938
牛客	48028	83.0	21906.0	19043.0	4727.0	1142.0	1103.0	0.7963031681332824	1.627608269045305
环球好货	11515	47.0	1731.0	2089.0	3200.0	3291.0	1144.0	0.7964332958873175	1.6279570475086105
电视直播大全	10878	11.0	738.0	1457.0	2577.0	3729.0	2329.0	0.7964265114931893	1.627936404276673
简影	443370	1454.0	62483.0	94569.0	130892.0	123600.0	30167.0	0.7962973223305627	1.6275646674042874
米画师	15137	180.0	9570.0	3074.0	1237.0	687.0	383.0	0.7963756489485324	1.6278390096806825
绵州通	13231	51.0	2471.0	2509.0	2451.0	3044.0	2679.0	0.7964338375839345	1.627956771847865
美顏相機	40709	265.0	14972.0	12421.0	7802.0	3943.0	1275.0	0.796394451907734	1.6278484906215291
考试通	40953	18.0	6703.0	19105.0	10792.0	3314.0	1009.0	0.7963600351842673	1.6277726054257324
聊聊	20262	134.0	6267.0	5509.0	4530.0	2888.0	926.0	0.7964266528401751	1.6279360065867359
葫芦兄弟：七子降妖	24531	95.0	2596.0	5060.0	8975.0	6506.0	1279.0	0.7964184826006123	1.627917426085355
论八字	13974	12.0	880.0	2006.0	3510.0	5329.0	2219.0	0.7964227862622342	1.6279287471431414
贝聊	41965	79.0	1926.0	5917.0	18824.0	13646.0	1562.0	0.7963612541506865	1.6277698936926255
贝贝	507699	515.0	35191.0	127712.0	212240.0	115646.0	16217.0	0.7957912852193311	1.6261843597478607
超级斗地主	46641	74.0	6448.0	9101.0	11241.0	12666.0	7079.0	0.7964277068805904	1.6279384551907938
超级木旋3d版	78642	2098.0	30507.0	15978.0	14883.0	12036.0	3086.0	0.7963791991756698	1.6278052493580635
距离测量仪	77160	348.0	11867.0	14539.0	18103.0	20694.0	11491.0	0.7964262724019222	1.6279370759610692
车载模式	33301	22.0	4469.0	7723.0	7688.0	8962.0	4416.0	0.7964297387304006	1.6279440850771822
软天空	64554	2090.0	29711.0	10836.0	7728.0	10887.0	3236.0	0.7963492930821829	1.627761484327989
追光娱乐	10291	40.0	2516.0	2527.0	2310.0	1974.0	917.0	0.7964349025834392	1.6279604656844653
选股冠军	41192	112.0	2311.0	3979.0	7307.0	12979.0	14309.0	0.7963666590696187	1.6277659648265241
邦小哥	10099	2.0	1891.0	2996.0	3158.0	1969.0	83.0	0.7964299940193648	1.6279383982002422
陶笛简谱	10295	51.0	2805.0	2568.0	2224.0	1905.0	735.0	0.7964340977975343	1.6279580966528864
随身行	232158	87.0	12748.0	32962.0	58659.0	80391.0	46936.0	0.7962258128217797	1.6273354216474487
音乐剪辑大师	42084	531.0	18284.0	8841.0	7063.0	5442.0	1882.0	0.7963892202991123	1.6278575239731659
音标小助手	16095	61.0	4523.0	3367.0	2754.0	4191.0	1184.0	0.7964330799257027	1.6279549887732379
风行视频	163126	234.0	12584.0	21502.0	39137.0	58337.0	31065.0	0.7963028911434081	1.6275998448872915
首约司机	248965	75.0	15940.0	56277.0	74519.0	76457.0	25625.0	0.7962704453655756	1.6274702878195682
魔幻粒子	15031	183.0	7843.0	3289.0	1820.0	1460.0	436.0	0.7964030926017499	1.6278921819245047
龙珠激斗（七龙珠正版手游）	40452	462.0	16738.0	11342.0	6627.0	4550.0	720.0	0.7963861954021143	1.6278267553489307
2345贷款王-贷款借钱	22481	10.0	2706.0	7702.0	6978.0	4409.0	674.0	0.7964170807575702	1.6279066065249788
360优化大师	21971	34.0	3402.0	3795.0	4317.0	6473.0	3876.0	0.7964308691675889	1.6279488208080022
91短視頻	258485	3701.0	98537.0	71299.0	51016.0	27822.0	5989.0	0.796183846039096	1.6272332292264253
app	109330	2409.0	39583.0	23840.0	19149.0	15225.0	8967.0	0.796375671332196	1.6278184595505527
b612咔叽	8547119	112529.0	3703420.0	1927373.0	1319268.0	1067466.0	413103.0	0.7850161257407611	1.6017111696615582
e签宝	15027	33.0	2749.0	3302.0	3828.0	3884.0	1220.0	0.7964342879912283	1.6279578231355167
gatecrasher	11286	117.0	7499.0	2082.0	678.0	615.0	288.0	0.7963849352654708	1.627861841634611
gccx	73635	416.0	17286.0	14015.0	15554.0	14734.0	10249.0	0.7964342552940539	1.6279580986486137
i视视	132870	638.0	21851.0	26105.0	30999.0	33494.0	19615.0	0.7964253425715145	1.6279329360547348
microsoftpowerpoint	2492042	6028.0	452807.0	512829.0	604782.0	627988.0	284115.0	0.7963077996295757	1.6274939605021643
m信	50198	29.0	1754.0	4261.0	8750.0	18251.0	17055.0	0.796336223225674	1.627671635515651
qqi	16199	34.0	3580.0	3801.0	3638.0	3467.0	1652.0	0.7964352699454353	1.6279607086137642
qq邮箱内测版	62522	143.0	8247.0	9320.0	12964.0	20684.0	11123.0	0.7964095312674867	1.627894884706749
snkrs	317997	4342.0	156776.0	71211.0	44526.0	26846.0	14146.0	0.7958434898472223	1.6266685056367738
tt玩加	16082	269.0	5724.0	3865.0	3720.0	2138.0	355.0	0.7964249549246936	1.627928156265357
vivo文档阅读器	2281810	7866.0	464024.0	457275.0	522298.0	570146.0	258412.0	0.7963921028952984	1.6277534132669678
x-plore	11148	83.0	3250.0	2338.0	2274.0	2204.0	976.0	0.7964343639210776	1.6279597068177238
一球入洞	20274	101.0	2331.0	3141.0	7067.0	6294.0	1322.0	0.7964218357833314	1.6279286493590293
一键加油	14596	4.0	438.0	1815.0	3950.0	5877.0	2497.0	0.7964162743656086	1.6279071972479815
七彩视界	38268	402.0	11554.0	9084.0	9319.0	6458.0	1443.0	0.79642308617633	1.6279190961656018
三只松鼠	23601	114.0	6971.0	5662.0	4782.0	4059.0	1989.0	0.7964308972257457	1.6279505131970844
世界征服者3	13357	187.0	5760.0	2688.0	1824.0	2140.0	742.0	0.7964219185711714	1.6279330568738841
二级建造师准题库	23974	7.0	3331.0	8623.0	7218.0	3973.0	819.0	0.7964149185510221	1.6279034703408524
人人直播	29480	35.0	3791.0	6897.0	12674.0	4539.0	1525.0	0.7964032985382439	1.6278878032929704
人社认证	10132	9.0	660.0	1088.0	1772.0	3592.0	2958.0	0.7964219355965249	1.627924026783117
亿宝钱包	12282	8.0	1341.0	3520.0	3584.0	3093.0	734.0	0.7964294935094197	1.6279442388653336
优学堂	17884	5.0	459.0	980.0	5297.0	9872.0	1256.0	0.7963824227930966	1.6278363677377974
信管家	21617	8.0	2246.0	4710.0	5052.0	5442.0	4130.0	0.796428607472096	1.6279393620487594
倒计时	34807	902.0	16873.0	8041.0	4567.0	3162.0	1244.0	0.7963728599520815	1.627815883989192
儿童天使v	14261	8.0	492.0	1248.0	4374.0	7087.0	1046.0	0.7964038508501319	1.6278859082321808
全民内蒙古麻将	44302	30.0	3753.0	10392.0	13053.0	12926.0	4132.0	0.7964125765715555	1.627895663675616
全民来养猪2	12057	296.0	4862.0	2379.0	2023.0	1595.0	882.0	0.7964258971789474	1.6279404844249115
出击英雄岛	12632	97.0	1357.0	1985.0	4195.0	4109.0	882.0	0.7964271813716098	1.6279420755931573
刮宝	64103	1213.0	14123.0	12325.0	13193.0	14104.0	9015.0	0.7964350915914633	1.6279576315285238
剑气除魔	11565	260.0	4655.0	3185.0	2043.0	1233.0	186.0	0.7964225127428488	1.6279240229688787
同城商城	26766	21.0	1655.0	3190.0	5336.0	8851.0	7676.0	0.7964037752086054	1.6278687179950788
后置照相机自拍	10295	4.0	2183.0	2927.0	2069.0	2134.0	970.0	0.7964342234750006	1.6279581930681195
向日葵客户端	25290	181.0	6591.0	5973.0	5923.0	4983.0	1615.0	0.7964324987870467	1.6279516422496794
图片恢复大师	39309	544.0	12619.0	6996.0	6717.0	7452.0	4891.0	0.7964260846622054	1.6279423190399915
大力ai辅导	144372	200.0	3183.0	12782.0	51961.0	66046.0	10093.0	0.7961184955944196	1.6271333733975069
天天斗地主hd	14115	28.0	2275.0	2620.0	3341.0	3710.0	2128.0	0.7964343372845958	1.6279585754689498
天天视频	56639	1351.0	17167.0	10223.0	9651.0	11236.0	6931.0	0.7964254366954928	1.6279341743048497
奥特曼超人大战小怪兽	17750	22.0	523.0	2747.0	7519.0	5902.0	1027.0	0.7964066657738057	1.6278840643651902
妃子校	12684	112.0	5580.0	3338.0	2278.0	1174.0	200.0	0.796417622754568	1.6279145513745805
学员管家	30061	29.0	2880.0	6279.0	9581.0	8729.0	2546.0	0.796419772104052	1.6279189624720578
宝宝学加减法-数学思维早教	15898	14.0	417.0	2641.0	7152.0	4901.0	765.0	0.7964073682467694	1.6278861129400255
宝宝学数字-儿童数学思维早教启蒙	11077	8.0	366.0	2101.0	4986.0	3113.0	498.0	0.7964172774053493	1.6279133613869623
宝宝航海挑战	12724	10.0	382.0	2471.0	5430.0	3795.0	625.0	0.7964161699401395	1.6279081660829604
小怪兽	83373	295.0	29353.0	24697.0	16580.0	10009.0	2412.0	0.7963676473146349	1.62776225395005
小猪	475015	3316.0	138656.0	70919.0	83092.0	112872.0	65350.0	0.796353598100736	1.6277674265657434
小花钱包	591287	1148.0	119090.0	166250.0	149455.0	119473.0	35760.0	0.7963046270422474	1.627512284613883
山姆会员店	153495	53.0	5512.0	20225.0	45010.0	60036.0	22418.0	0.7962459797773551	1.6274280485859254
开思汽配	17594	16.0	1959.0	3830.0	5307.0	5158.0	1314.0	0.7964280053090943	1.6279409752460505
当当云阅读	427692	522.0	53584.0	87042.0	112338.0	131314.0	42385.0	0.7963019226159196	1.6275953652700645
微关爱手机定位	17782	197.0	3711.0	3469.0	4357.0	4497.0	1538.0	0.7964349417861644	1.6279604860565735
微粒贷	96775	155.0	18074.0	22117.0	23251.0	23275.0	9889.0	0.7964306167894508	1.6279412975317593
我的汤姆猫	1190148	6663.0	177294.0	221817.0	398795.0	327543.0	57463.0	0.7958810703364616	1.6263943571467765
手机清理-加速大师	11601	33.0	1281.0	1630.0	2477.0	3606.0	2546.0	0.7964294354861035	1.6279452853928338
手机贷款	21519	46.0	5559.0	5896.0	4867.0	3709.0	1436.0	0.7964309051825872	1.6279475929386993
技成培训网	21441	62.0	2675.0	3994.0	5545.0	5959.0	3190.0	0.7964306038983782	1.6279488900980952
指南针	13464972	135367.0	3338469.0	2833119.0	2981441.0	2810155.0	1349539.0	0.7959094872297325	1.6264524187702674
换机精灵	124207	187.0	12967.0	19071.0	29051.0	39618.0	23095.0	0.7963752864726678	1.6277926672358203
搜鸽天下	10483	28.0	1418.0	1967.0	2943.0	2970.0	1152.0	0.7964331965189265	1.6279565611539732
摩托机器人英雄	12337	14.0	800.0	1634.0	4628.0	4616.0	642.0	0.7964189106456451	1.6279196140625845
无锡农商行	28427	17.0	2801.0	4434.0	6951.0	8709.0	5440.0	0.7964219143349969	1.6279219462885417
早餐食谱	52137	144.0	7866.0	11092.0	14988.0	14381.0	3629.0	0.7964223835757378	1.627923309578716
时光小视频	75930	113.0	13817.0	13750.0	13830.0	17969.0	16159.0	0.7964209581805516	1.627911244869927
昆山市民	98093	881.0	32178.0	23408.0	21467.0	15384.0	4754.0	0.7963959315319078	1.627848165938612
易驾短视频	15988	178.0	4342.0	3166.0	3124.0	2756.0	2390.0	0.7964339433858961	1.6279588339090267
暖薪贷	81156	27.0	13077.0	25528.0	22177.0	16208.0	4125.0	0.7963998727641124	1.6278509206355198
有信电话	16382	15.0	2430.0	3510.0	4406.0	4282.0	1719.0	0.796433149040491	1.627955101241503
杉德哆啦云	93947	24.0	7408.0	22004.0	28282.0	26552.0	9640.0	0.7963848549967456	1.62781213008294
来画-短视频制作	11223	84.0	2730.0	2420.0	2813.0	2422.0	748.0	0.7964348355187965	1.6279595265687334
松鼠家乡棋牌	22614	119.0	4793.0	6238.0	6167.0	4336.0	935.0	0.7964293151580147	1.62794004313166
欢乐斗地主2018（比赛）	60309	48.0	4768.0	10539.0	15114.0	18438.0	11351.0	0.796402538404786	1.6278619817491573
欢乐消泡泡	12075	135.0	2914.0	2377.0	2325.0	2561.0	1739.0	0.7964354389093715	1.6279623752113082
每日一淘	189423	191.0	16090.0	31610.0	52370.0	63879.0	25083.0	0.7963213460474546	1.6276559854638326
每日优鲜	1270947	3185.0	264547.0	326993.0	297711.0	259937.0	116952.0	0.7963183397435353	1.627564878120768
潮人篮球	16748	158.0	4772.0	4999.0	4025.0	2291.0	496.0	0.7964268074484733	1.6279336818636314
火趣小视频	69896	238.0	9608.0	11826.0	16369.0	19889.0	11865.0	0.7964195271834911	1.6279174836674617
爱康体检宝	17245	4.0	1753.0	4023.0	4668.0	4708.0	2068.0	0.796429851141842	1.6279452656273656
牛股王股票	70453	115.0	10389.0	14552.0	17294.0	17671.0	10287.0	0.7964270971197789	1.6279348729790895
猪手机	14360	8.0	2573.0	4112.0	3851.0	2907.0	901.0	0.7964318742614855	1.6279503822489911
玉兔网	24150	768.0	8034.0	4471.0	4235.0	3731.0	2797.0	0.7964272749610571	1.627938961329681
瑞和宝	813224	234.0	83247.0	208830.0	249099.0	208606.0	62854.0	0.7960413805742681	1.626795879126114
甜瓜	15089	731.0	6376.0	2619.0	2076.0	1924.0	1339.0	0.7964200209492304	1.6279211771224613
画中画演示组件	68208	650.0	22952.0	16255.0	14344.0	10925.0	3055.0	0.7964056524006926	1.6278762713236783
真心话大冒险	15057	224.0	8694.0	3570.0	1570.0	705.0	285.0	0.7963877772069068	1.6278556542504765
美名腾智能宝宝起名	11931	4.0	456.0	1808.0	4347.0	4217.0	1090.0	0.7964207254234335	1.6279216344146203
美易分	13797	2.0	1785.0	3034.0	3696.0	3933.0	1346.0	0.7964322100004456	1.627952347726234
美术宝1对1	22892	41.0	2907.0	2942.0	6658.0	8859.0	1465.0	0.7964168514746995	1.6279172656021466
花无缺借款	32796	17.0	11134.0	11134.0	6194.0	3814.0	501.0	0.7964026781593383	1.6278578894168265
萝卜投研	29578	23.0	2095.0	4758.0	7331.0	9015.0	6259.0	0.7964161497271139	1.6279025677579864
虎扑	542097	6587.0	216237.0	139921.0	96146.0	57809.0	25002.0	0.7958947907121847	1.6266253152668269
蝌蚪窝	66446	1161.0	32338.0	14554.0	9721.0	6486.0	2150.0	0.7963194991676044	1.6276990202912165
豆豆小说	23446	52.0	3392.0	3225.0	3983.0	5943.0	6719.0	0.7964199021475641	1.6279168779044206
贵阳地铁	16072	33.0	3233.0	3547.0	3077.0	3682.0	2478.0	0.7964350833264076	1.627960136738185
车到哪-实时公交地铁神器	51586	193.0	10347.0	10809.0	10790.0	11801.0	7522.0	0.7964347950935174	1.6279583184611033
迷上我	22063	21.0	5538.0	8700.0	5634.0	1706.0	459.0	0.7964080865531666	1.6278811360873342
通卡出行	86686	542.0	17389.0	15383.0	16741.0	21224.0	15229.0	0.79642887264535	1.627941042402052
钉耙	42862	32.0	11944.0	13880.0	9988.0	5654.0	1348.0	0.7964088423956779	1.6278753438363383
铃声	24904	57.0	5357.0	6784.0	6171.0	4560.0	1957.0	0.7964314865326468	1.627949837521349
随时现金	27793	8.0	5421.0	7968.0	7084.0	5786.0	1524.0	0.7964288162439737	1.6279374852488737
随笔记	34911	60.0	6329.0	7810.0	8165.0	8429.0	4040.0	0.7964342043476613	1.627956634888343
隐形守护者	51152	560.0	26153.0	12914.0	6502.0	3551.0	1454.0	0.7963216061302596	1.6277017270469647
雪地	10470	13.0	128.0	213.0	1768.0	7044.0	1286.0	0.7963858261813006	1.6278548082057875
青芒兼职	26035	716.0	9971.0	5098.0	4257.0	3880.0	2096.0	0.7964188872278881	1.6279224271192698
鬼语迷城	63676	375.0	16373.0	16306.0	15953.0	12476.0	2165.0	0.7964199497724818	1.6278965065869087
鸡你太美	14980	635.0	9790.0	1723.0	735.0	1464.0	617.0	0.7963718060534986	1.627832331680906
麻小宝游戏	21455	335.0	7200.0	5688.0	4320.0	2921.0	963.0	0.796423873821998	1.6279293441303961
黑洞引力	24394	505.0	5288.0	4230.0	6092.0	6393.0	1856.0	0.7964336265886486	1.6279543115464066
龙族幻想	189029	5550.0	108421.0	36438.0	20369.0	13765.0	4371.0	0.7958767960660277	1.6267362592739467
2345手机助手	12208	97.0	2457.0	1910.0	2643.0	3332.0	1754.0	0.7964348124842896	1.627960879215957
3d风水罗盘	60082	83.0	4081.0	8222.0	14384.0	22446.0	10801.0	0.7963815969071338	1.6278176743893993
bos系统	29996	41.0	6248.0	8527.0	7478.0	5715.0	1979.0	0.7964291584120342	1.627941222891811
com.samsung.www.indie.appsedge	19039	14.0	1291.0	2163.0	4147.0	6997.0	4378.0	0.7964155074179688	1.627906233050868
google键盘	13893	6.0	595.0	1110.0	2556.0	5399.0	4190.0	0.7964106530598629	1.6278909964334272
paper.io2	10163	183.0	4309.0	1352.0	1274.0	2376.0	657.0	0.7964256018581748	1.627940619102693
uhome.context.provider	14169	52.0	3325.0	3361.0	3429.0	2898.0	1088.0	0.7964346372489192	1.627958859525666
wifi万能钥匙	32298682	388296.0	9028131.0	7244319.0	6814061.0	6106959.0	2692476.0	0.7874273738220403	1.6031723750539881
wumavpn	86380	813.0	41903.0	19702.0	11480.0	8427.0	3973.0	0.7962853593463181	1.6276378469367276
云充吧	10729	98.0	3798.0	2633.0	2219.0	1582.0	395.0	0.7964295607687997	1.6279454495381633
云柜快递员	15846	46.0	2288.0	3914.0	4765.0	3655.0	1171.0	0.7964311598880083	1.6279502139407165
众多回忆的食堂故事	34840	788.0	20312.0	6635.0	3160.0	2923.0	1002.0	0.796329274378769	1.6277405538341823
作业答案大全	11717	193.0	1223.0	1000.0	2586.0	5349.0	1348.0	0.7964197774640429	1.6279287988102384
保卫萝卜2	304806	3156.0	96676.0	67435.0	64966.0	60052.0	12379.0	0.7963428462662511	1.6276488528236073
信用星球	23499	6.0	5775.0	7088.0	5778.0	4140.0	706.0	0.7964264602012202	1.6279266452522092
全局透明壁纸	130340	2291.0	82054.0	30884.0	10026.0	3747.0	1321.0	0.7958941213324635	1.6267371922343787
兽人热血传说	11100	84.0	2452.0	2677.0	3329.0	2272.0	284.0	0.7964323433643885	1.6279488965089357
凡客	21076	14.0	1690.0	4902.0	6664.0	6095.0	1694.0	0.7964227981602238	1.6279257317732074
创客贴设计	69979	586.0	18999.0	16544.0	16961.0	13608.0	3241.0	0.796421980618474	1.6279102438022548
同城探聊	13206	299.0	3738.0	2455.0	2482.0	2583.0	1639.0	0.796434397391085	1.6279589583585747
同城热恋	48794	367.0	9378.0	8970.0	9685.0	11382.0	8889.0	0.7964316445078219	1.6279499450916681
图虫	515614	8451.0	228946.0	118403.0	80960.0	53825.0	24651.0	0.7957597059616734	1.6264150431180597
地图指南针	21229	76.0	3952.0	4103.0	4879.0	5118.0	3065.0	0.7964350913087859	1.627960580296423
壁纸多多	532243	6596.0	153322.0	145822.0	117472.0	80346.0	28280.0	0.7962433931869917	1.627389511890518
天翼导航	39005	59.0	2894.0	5460.0	8420.0	12490.0	9549.0	0.7964032356018755	1.6278668941920673
奇妙数学冒险-宝宝巴士	53094	14.0	857.0	7915.0	24219.0	17545.0	2520.0	0.7963292415230668	1.6276663676431724
奇妙玩具修理店	29814	19.0	516.0	4110.0	13139.0	10381.0	1632.0	0.7963776966950102	1.6278021940792815
好运来	11599	140.0	3571.0	2619.0	2447.0	2031.0	783.0	0.7964329794849583	1.6279555999524806
学生云卡	16624	29.0	174.0	253.0	2634.0	11042.0	2459.0	0.7963573350244895	1.6277872582931965
家居改造王	18385	355.0	7154.0	4014.0	3472.0	2766.0	615.0	0.7964219713266247	1.6279254046302563
小米直播助手	4155685	38680.0	1032732.0	828950.0	892948.0	864406.0	489254.0	0.7963441438804023	1.6277556952645298
小苹果	12507	199.0	3935.0	2706.0	2649.0	2109.0	903.0	0.7964325362148084	1.627954594806147
应用使用时间	4658773	75958.0	1239265.0	984108.0	1039222.0	958237.0	359222.0	0.79601195938609	1.6264236067161575
引力资讯	19802	173.0	5406.0	3316.0	3108.0	3591.0	4132.0	0.7964300192346017	1.6279471976519169
我的排班表	12590	14.0	2347.0	3629.0	3394.0	2345.0	853.0	0.7964322805935985	1.6279525198927778
手心影院	55338	2576.0	30821.0	10097.0	6214.0	4102.0	1504.0	0.7962844167474423	1.6276077498033175
手机万能播放器	10056	8.0	508.0	1059.0	2213.0	3937.0	2296.0	0.7964226437622028	1.6279265011671655
掌上wegame	1031336	19437.0	574641.0	285421.0	104107.0	34582.0	12815.0	0.7931286384230268	1.6198704887105508
掌上中意	48539	11.0	1877.0	6328.0	13293.0	19015.0	7959.0	0.7963775479903334	1.6277981083950201
新目标初中英语	10720	62.0	1155.0	1038.0	1192.0	5768.0	1492.0	0.7964113820872997	1.6279160577846856
